"x","y","true_label","db_label","km_label","disco_db","disco_km"
21.45,21.95,2,1,0,0.633931776349164,0.0227749869289402
21.75,21.55,2,1,0,0.633931776349164,0.0227749869289404
22,21.25,2,1,0,0.639220348396879,0.0267265685442054
22.25,21,2,1,0,0.648452863113469,0.0334248560190233
22.5,20.7,2,1,0,0.649727789980779,0.0342412830156014
22.65,20.35,2,1,0,0.648452863113469,0.0334248560190233
22.75,20.05,2,1,0,0.649727789980779,0.0342412830156016
22.9,19.65,2,1,0,0.649727789980778,0.0342412830156011
23,19.35,2,1,0,0.649727789980779,0.0342412830156016
23.1,19,2,1,0,0.648896985803312,0.0337255906984884
23.15,18.65,2,1,0,0.651151128949165,0.0349159460732468
23.2,18.25,2,1,0,0.648896985803312,0.0337255906984884
23.2,18.05,2,1,0,0.656154104913774,0.0367726284105718
23.2,17.8,2,1,0,0.653558676157782,0.0359455803868053
23.1,17.45,2,1,0,0.656154104913774,0.0367726284105718
23.05,17.15,2,1,0,0.653558676157782,0.0359455803868053
22.9,16.9,2,1,0,0.657051386944128,0.0369346520014755
22.85,16.6,2,1,0,0.657051386944129,0.0369346520014755
22.7,16.4,2,1,0,0.658628140845985,0.0369346520014755
22.6,16.2,2,1,1,0.660649338485999,-0.0537659869043496
22.55,16.05,2,1,1,0.66298427377417,-0.0511447361608958
22.4,15.95,2,1,1,0.663404509654385,-0.0506714270705959
22.35,15.8,2,1,1,0.663513575450833,-0.0505485097457576
22.2,15.65,2,1,1,0.663404509654385,-0.0506714270705959
22.15,15.55,2,1,1,0.663513575450833,-0.0505485097457576
22,15.4,2,1,1,0.663773688757057,-0.0502552331201672
21.9,15.3,2,1,1,0.663513575450833,-0.0505485097457576
21.85,15.25,2,1,1,0.663967432421771,-0.0500366702162436
21.75,15.15,2,1,1,0.663967432421771,-0.0500366702162436
21.65,15.05,2,1,1,0.663967432421771,-0.0500366702162436
21.55,15,2,1,1,0.662757072201073,-0.0514004353895014
21.5,14.9,2,1,1,0.65998463678876,-0.054509549750417
19.35,31.65,0,2,0,0,0
20.35,31.45,0,2,0,0.206895989106248,-0.00296335677599879
21.35,31.1,0,2,0,0.449549769917969,-0.00924299785682444
22.25,30.9,0,2,0,0.473982026830212,-0.0102478993436656
23.2,30.45,0,2,0,0.478287558601257,-0.0104826456175116
23.95,30.05,0,2,0,0.486113167793756,-0.0110192919110726
24.9,29.65,0,2,0,0.488255718841293,-0.0111095608450997
25.6,29.05,0,2,0,0.485955506065946,-0.011004220722605
26.35,28.5,0,2,0,0.488255718841293,-0.0111095608450997
27.15,27.9,0,2,0,0.485955506065946,-0.011004220722605
27.75,27.35,0,2,0,0.488145517565322,-0.0112424601711277
28.3,26.6,0,2,0,0.497077783157954,-0.0127618745304111
28.95,25.85,0,2,0,0.488145517565322,-0.0112424601711277
29.5,25.15,0,2,0,0.497077783157954,-0.0127618745304111
29.95,24.45,0,2,0,0.533435102562468,-0.0202439361221881
30.4,23.7,0,2,0,0.536445836065277,-0.0210198618906483
30.6,22.9,0,2,0,0.532000318441843,-0.019899577967483
30.9,22.1,0,2,0,0.542948193071264,-0.0228155447279198
31.25,21.3,0,2,0,0.532000318441843,-0.019899577967483
31.35,20.55,0,2,0,0.545964434555089,-0.0237054739083083
31.5,19.7,0,2,0,0.554785225907589,-0.026649711719709
31.55,18.9,0,2,0,0.545964434555089,-0.0237054739083083
31.65,18.15,0,2,0,0.556206400643231,-0.0271529788633146
31.6,17.35,0,2,0,0.562906624405682,-0.0298035727409548
31.45,16.55,0,2,0,0.556206400643231,-0.0271529788633146
31.3,15.8,0,2,0,0.562906624405682,-0.0298035727409548
31.15,15.05,0,2,1,0.572284729124081,-0.0223106638444932
30.9,14.35,0,2,1,0.573985965739393,-0.0224650440168573
30.6,13.65,0,2,1,0.573942705440689,-0.022511942467435
30.3,13,0,2,1,0.573985965739393,-0.0224650440168573
29.9,12.3,0,2,1,0.573942705440689,-0.022511942467435
29.5,11.75,0,2,1,0.573349598442397,-0.0224267322817953
29,11.15,0,2,1,0.579740788064348,-0.0237862546704847
28.5,10.6,0,2,1,0.573349598442397,-0.0224267322817953
28,10.1,0,2,1,0.579740788064348,-0.0237862546704847
27.55,9.65,0,2,1,0.567853434263334,-0.0219021530713554
26.9,9.1,0,2,1,0.579740788064348,-0.0237862546704847
26.25,8.8,0,2,1,0.567853434263334,-0.0219021530713554
25.7,8.4,0,2,1,0.593092364856079,-0.0277585154472498
25.15,8.05,0,2,1,0.593092364856079,-0.0277585154472498
24.5,7.75,0,2,1,0.59307826337291,-0.0277738316315139
23.9,7.65,0,2,1,0.586802389598201,-0.0257933773951764
23.15,7.4,0,2,1,0.59307826337291,-0.0277738316315139
22.5,7.3,0,2,1,0.586802389598201,-0.0257933773951764
21.9,7.1,0,2,1,0.593008116846804,-0.0278500134059061
21.25,7.05,0,2,1,0.600055719978353,-0.031307794631131
20.5,7,0,2,1,0.593008116846804,-0.0278500134059061
19.9,6.95,0,2,1,0.600055719978353,-0.031307794631131
19.25,7.05,0,2,1,0.613907713661895,-0.0391848516698487
18.75,7.1,0,2,1,0.610799193453376,-0.0372551245843749
18.05,7.25,0,2,1,0.61827712890793,-0.0421361776694823
17.5,7.35,0,2,1,0.610799193453376,-0.0372551245843749
16.9,7.6,0,2,1,0.620057126089251,-0.0434370780420948
16.35,7.8,0,2,1,0.615971166292374,-0.0405387178164246
15.8,8.05,0,2,1,0.621693805692653,-0.0446980539347177
15.4,8.35,0,2,1,0.629282122501987,-0.0509594411336673
14.9,8.7,0,2,1,0.629282122501987,-0.0509594411336673
14.45,8.9,0,2,1,0.62816034510114,-0.049949623880393
13.95,9.3,0,2,1,0.629282122501987,-0.0509594411336673
13.6,9.65,0,2,1,0.62816034510114,-0.049949623880393
13.25,10.1,0,2,2,0.635502129333589,0.0459538500521505
12.95,10.55,0,2,2,0.630688048281708,0.0411343729266558
12.65,10.9,0,2,2,0.641637040752771,0.0520306315772236
12.35,11.4,0,2,2,0.637747919452871,0.0481892149045455
12.2,11.75,0,2,2,0.642981935271069,0.0533337210150413
11.95,12.2,0,2,2,0.644129397442708,0.0544194533073805
11.8,12.65,0,2,2,0.642981935271069,0.0533337210150413
11.75,13.05,0,2,2,0.644129397442708,0.0544194533073805
11.55,13.6,0,2,2,0.643194792515051,0.0535366198807538
11.55,14,0,2,2,0.644129397442708,0.0544194533073805
11.55,14.35,0,2,2,0.649217664326195,0.0590756605258577
11.55,14.7,0,2,2,0.641180184120918,0.0515846970755945
11.6,15.25,0,2,2,0.649217664326195,0.0590756605258577
11.65,15.7,0,2,2,0.641180184120918,0.0515846970755945
11.8,16.05,0,2,2,0.65400403337137,0.0632428810557142
11.85,16.5,0,2,2,0.65400403337137,0.0632428810557142
12,16.75,0,2,2,0.649217664326195,0.0590756605258577
12.15,17.2,0,2,2,0.656509593211639,0.065403237014582
12.3,17.6,0,2,2,0.649217664326195,0.0590756605258577
12.55,17.85,0,2,2,0.656509593211639,0.065403237014582
12.8,18.05,0,2,2,0.657285281623327,0.0660385196676673
13.1,18.4,0,2,2,0.656509593211639,0.065403237014582
13.3,18.6,0,2,2,0.657285281623327,0.0660385196676673
13.55,18.85,0,2,2,0.657285281623327,0.0660385196676673
13.8,19.05,0,2,2,0.655875498735852,0.0648738846284369
14.15,19.25,0,2,2,0.657189631799307,0.0659218157784399
14.45,19.5,0,2,2,0.655875498735852,0.0648738846284369
14.85,19.55,0,2,2,0.657189631799307,0.0659218157784399
15,19.7,0,2,2,0.65994819697572,0.0671866505424061
15.25,19.7,0,2,2,0.65815594966552,0.0664577339493333
15.55,19.85,0,2,2,0.65994819697572,0.0671866505424061
15.95,19.9,0,2,2,0.65815594966552,0.0664577339493333
16.2,19.9,0,2,2,0.65994819697572,0.0671866505424061
16.55,19.9,0,2,2,0.659978349970483,0.0671866505424061
16.85,19.9,0,2,0,0.659978349970483,-0.0889392753724426
17.2,19.9,0,2,0,0.660162013855336,-0.0887279625914237
17.4,19.8,0,2,0,0.660546408729843,-0.0882853832070888
17.65,19.75,0,2,0,0.660768014236891,-0.0880300386349581
17.8,19.7,0,2,0,0.660768014236891,-0.0880300386349581
18,19.6,0,2,0,0.660162013855336,-0.0887279625914237
18.2,19.55,0,2,0,0.653189515272622,-0.0866339441846753
3.9,9.6,1,3,2,0.000364438143727677,-0.000260008367499834
3.55,10.65,1,3,2,0.278099868096764,-0.00952261543022858
3.35,11.4,1,3,2,0.48010006163409,-0.0196000735549264
3.1,12.35,1,3,2,0.483866890345394,-0.0197668406152606
3.1,13.25,1,3,2,0.483745329369294,-0.0199077780007701
3.05,14.15,1,3,2,0.483866890345394,-0.0197668406152606
3,15.1,1,3,2,0.483856277779536,-0.0197791464031602
3.1,16,1,3,2,0.483866890345394,-0.0197668406152606
3.2,16.85,1,3,2,0.471132904225347,-0.0189149698895557
3.45,17.75,1,3,2,0.483731298974226,-0.0199240421847385
3.7,18.7,1,3,2,0.471132904225347,-0.0189149698895557
3.95,19.55,1,3,2,0.483731298974226,-0.0199240421847385
4.35,20.25,1,3,2,0.498688854310403,-0.0226482083885332
4.7,21.1,1,3,2,0.498688854310403,-0.0226482083885332
5.15,21.8,1,3,2,0.492691485071741,-0.0215796008783387
5.6,22.5,1,3,2,0.498526502086041,-0.0228366128538877
6.2,23.3,1,3,2,0.492691485071741,-0.0215796008783387
6.8,23.85,1,3,2,0.498526502086041,-0.0228366128538877
7.35,24.45,1,3,2,0.508480946930019,-0.0258447998503839
8.05,24.95,1,3,2,0.502129088035254,-0.0238451525282303
8.8,25.45,1,3,2,0.508480946930019,-0.0258447998503839
9.5,26,1,3,2,0.502129088035254,-0.0238451525282303
10.2,26.35,1,3,2,0.528914562764536,-0.0334604853419824
10.9,26.75,1,3,2,0.534260537540741,-0.0357143080300778
11.7,27,1,3,2,0.519780211213401,-0.02981952315814
12.45,27.25,1,3,2,0.534260537540741,-0.0357143080300778
13.3,27.6,1,3,2,0.519780211213401,-0.02981952315814
14.05,27.6,1,3,0,0.534260537540741,-0.0104709997756511
14.7,27.75,1,3,0,0.521624957332716,-0.00973658402125367
15.55,27.75,1,3,0,0.551069399242939,-0.0121044592510188
16.4,27.75,1,3,0,0.521624957332716,-0.00973658402125367
17.1,27.75,1,3,0,0.551069399242939,-0.0121044592510188
17.9,27.75,1,3,0,0.559977926176852,-0.0138963024742036
18.55,27.7,1,3,0,0.543724201199904,-0.0112178744014412
19.35,27.6,1,3,0,0.563957886809993,-0.0147898959052454
20.1,27.35,1,3,0,0.543724201199904,-0.0112178744014412
20.7,27.1,1,3,0,0.563957886809993,-0.0147898959052454
21.45,26.8,1,3,0,0.567294379785353,-0.0156967564948056
22.05,26.5,1,3,0,0.550478365724722,-0.0120111293031898
22.7,26.15,1,3,0,0.575483968615577,-0.0181330530190005
23.35,25.65,1,3,0,0.550478365724722,-0.0120111293031898
23.8,25.3,1,3,0,0.578580083613993,-0.0191362130205893
24.3,24.85,1,3,0,0.591671564889741,-0.0239935833952313
24.75,24.35,1,3,0,0.586156894711732,-0.0217984250968713
25.25,23.95,1,3,0,0.591671564889741,-0.0239935833952313
25.65,23.45,1,3,0,0.596730062827678,-0.0265153784293576
26.05,23,1,3,0,0.589907293806065,-0.0232225393347703
26.2,22.3,1,3,0,0.596730062827678,-0.0265153784293576
26.6,21.8,1,3,0,0.589907293806065,-0.0232225393347703
26.75,21.25,1,3,0,0.609617388274088,-0.033808731144489
27,20.7,1,3,0,0.611719476449758,-0.0350746298546357
27.15,20.15,1,3,0,0.611719476449758,-0.0350746298546357
27.15,19.6,1,3,0,0.612156592660809,-0.0353696625304599
27.35,19.1,1,3,0,0.617218437811103,-0.0392457107419903
27.35,18.45,1,3,0,0.612156592660809,-0.0353696625304599
27.4,18,1,3,0,0.617218437811103,-0.0392457107419903
27.3,17.4,1,3,0,0.622960479155891,-0.044561382197961
27.15,16.9,1,3,0,0.617218437811103,-0.0392457107419903
27,16.4,1,3,0,0.622960479155891,-0.0445613821979612
27,15.9,1,3,0,0.615418133690805,-0.0378273198272084
26.75,15.35,1,3,1,0.622960479155891,0.0329134710549234
26.55,14.85,1,3,1,0.615418133690805,0.0264783288073221
26.3,14.45,1,3,1,0.63015695725428,0.039948343074395
25.95,14.1,1,3,1,0.630189607476465,0.0399868240247728
25.75,13.7,1,3,1,0.628765001086644,0.0385994453314957
25.35,13.3,1,3,1,0.630189607476465,0.0399868240247728
25.05,12.95,1,3,1,0.628765001086644,0.0385994453314957
24.8,12.7,1,3,1,0.630189607476465,0.0399868240247728
24.4,12.45,1,3,1,0.627243385289673,0.0371199329454217
24.05,12.2,1,3,1,0.630108283316256,0.0398909768677218
23.55,11.85,1,3,1,0.627243385289673,0.0371199329454217
23.2,11.65,1,3,1,0.630108283316256,0.0398909768677218
22.75,11.4,1,3,1,0.637910195027727,0.0470424408871065
22.3,11.3,1,3,1,0.634029078263405,0.0435011149106348
21.9,11.1,1,3,1,0.639206398954723,0.0482136638069739
21.45,11.05,1,3,1,0.640375463069391,0.0492589197874283
21.1,11,1,3,1,0.646228212012373,0.0544323763500671
20.7,10.95,1,3,1,0.646558219323932,0.0547204804522401
20.35,10.95,1,3,1,0.646558219323932,0.0547204804522401
19.95,11,1,3,1,0.646558219323932,0.0547204804522401
19.55,11,1,3,1,0.646558219323932,0.0547204804522401
19.15,11.05,1,3,1,0.646558219323932,0.0547204804522401
18.85,11.1,1,3,1,0.649757601580246,0.0572730672319907
18.45,11.25,1,3,1,0.649757601580246,0.0572730672319907
18.15,11.35,1,3,1,0.649757601580246,0.0572730672319907
17.85,11.5,1,3,1,0.647191810437135,0.0552296205525993
17.5,11.7,1,3,1,0.649983089062831,0.0574450266039273
17.2,11.95,1,3,1,0.652421620248397,0.0592412815615077
17,12.05,1,3,1,0.655038805620345,0.0611796969712284
16.75,12.2,1,3,1,0.658293304205437,0.0635401228649345
16.65,12.35,1,3,1,0.659985010963623,0.0647031812767113
16.5,12.5,1,3,1,0.660871827286481,0.0652700445639434
16.35,12.7,1,3,1,0.659985010963623,0.0647031812767113
16.2,12.8,1,3,1,0.660871827286481,0.0652700445639434
16.15,12.95,1,3,1,0.661602176561835,0.0658602568840018
16,13.1,1,3,1,0.661602176561835,0.0658602568840018
15.95,13.25,1,3,1,0.661602176561835,0.0658602568840018
15.9,13.4,1,3,1,0.661620522197785,0.0658602568840018
15.8,13.5,1,3,2,0.661620522197785,-0.110633351032553
15.8,13.65,1,3,2,0.66081028260126,-0.109897407222359
15.75,13.85,1,3,2,0.661059747518528,-0.110004844582311
15.65,14.05,1,3,2,0.660272631215239,-0.109690309912612
15.65,14.25,1,3,2,0.661059747518528,-0.110004844582311
15.65,14.5,1,3,2,0.653303022181844,-0.106690116774188
15.65,14.6,1,3,2,0.649058865978333,-0.104808359092436
